Molecule ChEMBL ID,Molecule Name,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Comment,Molecule Max Phase,Activity µM,canonical_smiles,NEW_SMILES
CHEMBL3191236,,Oc1ccc(/N=C/c2c(O)ccc3ccccc23)cc1,Potency,'=',12589.3,nM,Active,,12.59,Oc1ccc(/N=C/c2c(O)ccc3ccccc23)cc1,Oc1ccc(/N=C/c2c(O)ccc3ccccc23)cc1
CHEMBL1438084,,COc1ccccc1/C=C1\SC(NNC(=O)c2cccc(Br)c2)=NC1=O,Potency,'=',12589.3,nM,Active,,12.59,COc1ccccc1/C=C1\SC(NNC(=O)c2cccc(Br)c2)=NC1=O,COc1ccccc1/C=C1\SC(NNC(=O)c2cccc(Br)c2)=NC1=O
CHEMBL1502724,,Cc1ccc(-c2csc(NNC(=O)c3ccccc3)n2)cc1,Potency,'=',12589.3,nM,Active,,12.59,Cc1ccc(-c2csc(NNC(=O)c3ccccc3)n2)cc1,Cc1ccc(-c2csc(NNC(=O)c3ccccc3)n2)cc1
CHEMBL1980204,,CCOC(=O)c1c(C)oc2c1c(/C=N/Cc1ccccn1)c(O)c1ccccc12,Potency,'=',12589.3,nM,Active,,12.59,CCOC(=O)c1c(C)oc2c1c(/C=N/Cc1ccccn1)c(O)c1ccccc12,CCOC(=O)c1c(C)oc2c1c(/C=N/Cc1ccccn1)c(O)c1ccccc12
CHEMBL1508847,,O=C(O)CC(C(=O)O)N1C(=O)/C(=C/C=C/c2ccco2)SC1=S,Potency,'=',12589.3,nM,Active,,12.59,O=C(O)CC(C(=O)O)N1C(=O)/C(=C/C=C/c2ccco2)SC1=S,O=C(O)CC(C(=O)O)N1C(=O)/C(=C/C=C/c2ccco2)SC1=S
CHEMBL1979849,,O=C(COc1ccccc1C(=O)N/N=C\c1ccc(O)c(O)c1)N/N=C/c1ccc(O)c(O)c1,Potency,'=',12589.3,nM,Active,,12.59,O=C(COc1ccccc1C(=O)N/N=C\c1ccc(O)c(O)c1)N/N=C/c1ccc(O)c(O)c1,O=C(COc1ccccc1C(=O)N/N=C\c1ccc(O)c(O)c1)N/N=C/c1ccc(O)c(O)c1
CHEMBL1517374,,Cc1ccc(O)c(NC2=C(Cl)C(=O)N(Cc3ccccc3)C2=O)c1,Potency,'=',12589.3,nM,Active,,12.59,Cc1ccc(O)c(NC2=C(Cl)C(=O)N(Cc3ccccc3)C2=O)c1,Cc1ccc(O)c(NC2=C(Cl)C(=O)N(Cc3ccccc3)C2=O)c1
CHEMBL1348800,,CCN(CC)c1ccc(N=Nc2nc[nH]n2)cc1,Potency,'=',12589.3,nM,Active,,12.59,CCN(CC)c1ccc(N=Nc2nc[nH]n2)cc1,CCN(CC)c1ccc(N=Nc2nc[nH]n2)cc1
CHEMBL1428108,,COc1ccc2nc(Nc3ccccc3OC)sc2c1,Potency,'=',12589.3,nM,Active,,12.59,COc1ccc2nc(Nc3ccccc3OC)sc2c1,COc1ccc2nc(Nc3ccccc3OC)sc2c1
CHEMBL3196827,,COc1ccc(/C=N/Nc2nc3ccccc3s2)cc1O,Potency,'=',12589.3,nM,Active,,12.59,COc1ccc(/C=N/Nc2nc3ccccc3s2)cc1O,COc1ccc(/C=N/Nc2nc3ccccc3s2)cc1O
CHEMBL1573242,,CCOc1cc(C=C(C(=O)OC)C(=O)OC)ccc1OCc1ccc([N+](=O)[O-])cc1,Potency,'=',12589.3,nM,Active,,12.59,CCOc1cc(C=C(C(=O)OC)C(=O)OC)ccc1OCc1ccc([N+](=O)[O-])cc1,CCOc1cc(C=C(C(=O)OC)C(=O)OC)ccc1OCc1ccc([N+](=O)[O-])cc1
CHEMBL3190984,,COc1ccc(/C=N\Nc2ccc([N+](=O)[O-])cc2)c(C(=O)O)c1OC,Potency,'=',12589.3,nM,Active,,12.59,COc1ccc(/C=N\Nc2ccc([N+](=O)[O-])cc2)c(C(=O)O)c1OC,COc1ccc(/C=N\Nc2ccc([N+](=O)[O-])cc2)c(C(=O)O)c1OC
CHEMBL1426027,,Cn1c(C(C#N)C2=C(Cl)C(=O)N(c3ccccc3)C2=O)nc2ccccc21,Potency,'=',12589.3,nM,Active,,12.59,Cn1c(C(C#N)C2=C(Cl)C(=O)N(c3ccccc3)C2=O)nc2ccccc21,Cn1c(C(C#N)C2=C(Cl)C(=O)N(c3ccccc3)C2=O)nc2ccccc21
CHEMBL1328519,,COc1ccc(N2CSC3=C(C#N)C(c4cc(OC)ccc4OC)CC(=O)N3C2)c(OC)c1,Potency,'=',12589.3,nM,Active,,12.59,COc1ccc(N2CSC3=C(C#N)C(c4cc(OC)ccc4OC)CC(=O)N3C2)c(OC)c1,COc1ccc(N2CSC3=C(C#N)C(c4cc(OC)ccc4OC)CC(=O)N3C2)c(OC)c1
CHEMBL1566071,,Cc1ccc(O)c(NC(=O)c2ccc(Br)c(S(=O)(=O)N3CCCCC3)c2)c1,Potency,'=',12589.3,nM,Active,,12.59,Cc1ccc(O)c(NC(=O)c2ccc(Br)c(S(=O)(=O)N3CCCCC3)c2)c1,Cc1ccc(O)c(NC(=O)c2ccc(Br)c(S(=O)(=O)N3CCCCC3)c2)c1
CHEMBL3198823,,Cc1cc(C(=O)N/N=C/c2cc(Cl)cc([N+](=O)[O-])c2O)[nH]n1,Potency,'=',12589.3,nM,Active,,12.59,Cc1cc(C(=O)N/N=C/c2cc(Cl)cc([N+](=O)[O-])c2O)[nH]n1,Cc1cc(C(=O)N/N=C/c2cc(Cl)cc([N+](=O)[O-])c2O)[nH]n1
CHEMBL3192493,,Cc1nnc(N/N=C/c2cccc(OCc3ccc(Cl)c(Cl)c3)c2)n1N.Cl,Potency,'=',12589.3,nM,Active,,12.59,Cc1nnc(N/N=C/c2cccc(OCc3ccc(Cl)c(Cl)c3)c2)n1N.Cl,Cc1nnc(N/N=C/c2cccc(OCc3ccc(Cl)c(Cl)c3)c2)n1N
CHEMBL1409174,,COc1ccccc1NC(=O)N1CCOc2ccccc21,Potency,'=',12589.3,nM,Active,,12.59,COc1ccccc1NC(=O)N1CCOc2ccccc21,COc1ccccc1NC(=O)N1CCOc2ccccc21
CHEMBL1594404,,Oc1cccc(-c2nc(-c3cccs3)c(-c3cccs3)[nH]2)c1,Potency,'=',12589.3,nM,Active,,12.59,Oc1cccc(-c2nc(-c3cccs3)c(-c3cccs3)[nH]2)c1,Oc1cccc(-c2nc(-c3cccs3)c(-c3cccs3)[nH]2)c1
CHEMBL1360330,,O=C(/C=C/c1cccc(F)c1)c1ccc(N2CCOCC2)cc1,Potency,'=',12589.3,nM,Active,,12.59,O=C(/C=C/c1cccc(F)c1)c1ccc(N2CCOCC2)cc1,O=C(/C=C/c1cccc(F)c1)c1ccc(N2CCOCC2)cc1
CHEMBL1317677,,CCN(CC)S(=O)(=O)c1ccc(NC(=O)NCc2noc3ccc(C)cc23)cc1,Potency,'=',12589.3,nM,Active,,12.59,CCN(CC)S(=O)(=O)c1ccc(NC(=O)NCc2noc3ccc(C)cc23)cc1,CCN(CC)S(=O)(=O)c1ccc(NC(=O)NCc2noc3ccc(C)cc23)cc1
CHEMBL1527520,,O=C(O)C1Nc2c(O)cccc2C2C=CCC12,Potency,'=',12589.3,nM,Active,,12.59,O=C(O)C1Nc2c(O)cccc2C2C=CCC12,O=C(O)C1Nc2c(O)cccc2C2C=CCC12
CHEMBL1347567,,CN=c1cccccc1S,Potency,'=',12589.3,nM,Active,,12.59,CN=c1cccccc1S,CN=c1cccccc1S
CHEMBL1462981,,COc1cc(/C=C2\C(=O)NN(c3ccc(C)cc3)C2=O)cc([N+](=O)[O-])c1O,Potency,'=',12589.3,nM,Active,,12.59,COc1cc(/C=C2\C(=O)NN(c3ccc(C)cc3)C2=O)cc([N+](=O)[O-])c1O,COc1cc(/C=C2\C(=O)NN(c3ccc(C)cc3)C2=O)cc([N+](=O)[O-])c1O
CHEMBL1581275,,Cn1c(-c2c(N)n(CCc3ccccc3)c3nc4ccccc4nc23)nc2ccccc21,Potency,'=',12589.3,nM,Active,,12.59,Cn1c(-c2c(N)n(CCc3ccccc3)c3nc4ccccc4nc23)nc2ccccc21,Cn1c(-c2c(N)n(CCc3ccccc3)c3nc4ccccc4nc23)nc2ccccc21
CHEMBL1553980,,COc1cc(C2N=C(O)c3c(sc4c3CCN(C)C4)N2)ccc1OC(=O)c1ccccc1,Potency,'=',12589.3,nM,Active,,12.59,COc1cc(C2N=C(O)c3c(sc4c3CCN(C)C4)N2)ccc1OC(=O)c1ccccc1,COc1cc(C2N=C(O)c3c(sc4c3CCN(C)C4)N2)ccc1OC(=O)c1ccccc1
CHEMBL1408102,,CC1=NN(c2ccc([N+](=O)[O-])cc2)C(=O)/C1=C\N(C)C,Potency,'=',12589.3,nM,Active,,12.59,CC1=NN(c2ccc([N+](=O)[O-])cc2)C(=O)/C1=C\N(C)C,CC1=NN(c2ccc([N+](=O)[O-])cc2)C(=O)/C1=C\N(C)C
CHEMBL1348000,,CCOc1ccc(NC(=O)Nc2ccc3nsnc3c2)cc1,Potency,'=',12589.3,nM,Active,,12.59,CCOc1ccc(NC(=O)Nc2ccc3nsnc3c2)cc1,CCOc1ccc(NC(=O)Nc2ccc3nsnc3c2)cc1
CHEMBL1461822,,c1cc2c3c(cccc3c1)NC1(CCC3(CC1)Nc1cccc4cccc(c14)N3)N2,Potency,'=',12589.3,nM,Active,,12.59,c1cc2c3c(cccc3c1)NC1(CCC3(CC1)Nc1cccc4cccc(c14)N3)N2,c1cc2c3c(cccc3c1)NC1(CCC3(CC1)Nc1cccc4cccc(c14)N3)N2
CHEMBL1407786,,Nc1[nH]nc(C2CC2)c1N=Nc1ccc(Cl)c(Cl)c1,Potency,'=',12589.3,nM,Active,,12.59,Nc1[nH]nc(C2CC2)c1N=Nc1ccc(Cl)c(Cl)c1,Nc1[nH]nc(C2CC2)c1N=Nc1ccc(Cl)c(Cl)c1
CHEMBL1522066,,CN1/C(=C/C(=S)NC(=O)C2(C)CC2(Cl)Cl)C(C)(C)c2ccccc21,Potency,'=',12589.3,nM,Active,,12.59,CN1/C(=C/C(=S)NC(=O)C2(C)CC2(Cl)Cl)C(C)(C)c2ccccc21,CN1/C(=C/C(=S)NC(=O)C2(C)CC2(Cl)Cl)C(C)(C)c2ccccc21
CHEMBL1325390,,O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1-c1c(C2Oc3cc(O)cc(O)c3CC2O)cc(O)c(O)c1O)c1cc(O)c(O)c(O)c1,Potency,'=',12589.3,nM,Active,,12.59,O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1-c1c(C2Oc3cc(O)cc(O)c3CC2O)cc(O)c(O)c1O)c1cc(O)c(O)c(O)c1,O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1-c1c(C2Oc3cc(O)cc(O)c3CC2O)cc(O)c(O)c1O)c1cc(O)c(O)c(O)c1
CHEMBL1471431,,Clc1ccc(Nc2ccc(-n3ccnc3)nn2)cc1Cl,Potency,'=',12589.3,nM,Active,,12.59,Clc1ccc(Nc2ccc(-n3ccnc3)nn2)cc1Cl,Clc1ccc(Nc2ccc(-n3ccnc3)nn2)cc1Cl
CHEMBL1565736,,Cc1nc(NC(=O)c2ccccc2)sc1-c1csc(N)n1,Potency,'=',12589.3,nM,Active,,12.59,Cc1nc(NC(=O)c2ccccc2)sc1-c1csc(N)n1,Cc1nc(NC(=O)c2ccccc2)sc1-c1csc(N)n1
CHEMBL1490404,,Cn1cc([N+](=O)[O-])c(C(=O)Nc2nc(-c3ccc(Cl)cc3)cs2)n1,Potency,'=',12589.3,nM,Active,,12.59,Cn1cc([N+](=O)[O-])c(C(=O)Nc2nc(-c3ccc(Cl)cc3)cs2)n1,Cn1cc([N+](=O)[O-])c(C(=O)Nc2nc(-c3ccc(Cl)cc3)cs2)n1
CHEMBL1371772,,CCOC(=O)CSc1nc(Nc2ccc3c(c2)OCO3)c2ccccc2n1,Potency,'=',12589.3,nM,Active,,12.59,CCOC(=O)CSc1nc(Nc2ccc3c(c2)OCO3)c2ccccc2n1,CCOC(=O)CSc1nc(Nc2ccc3c(c2)OCO3)c2ccccc2n1
CHEMBL1565500,,N#C/C(=C/c1ccc(N2CCCCC2)o1)c1cccc(F)c1,Potency,'=',12589.3,nM,Active,,12.59,N#C/C(=C/c1ccc(N2CCCCC2)o1)c1cccc(F)c1,N#C/C(=C/c1ccc(N2CCCCC2)o1)c1cccc(F)c1
CHEMBL1575881,,CCCC1=C/C(=C/c2ccc(-c3ccccc3OC)o2)C(=O)O1,Potency,'=',12589.3,nM,Active,,12.59,CCCC1=C/C(=C/c2ccc(-c3ccccc3OC)o2)C(=O)O1,CCCC1=C/C(=C/c2ccc(-c3ccccc3OC)o2)C(=O)O1
CHEMBL3193504,,COc1ccc(N/N=C(\C=O)C(=O)c2cccs2)cc1,Potency,'=',12589.3,nM,Active,,12.59,COc1ccc(N/N=C(\C=O)C(=O)c2cccs2)cc1,COc1ccc(N/N=C(\C=O)C(=O)c2cccs2)cc1
CHEMBL1455846,,COc1ccc(-c2csc(Nc3ccc(C)cn3)n2)cc1OC,Potency,'=',12589.3,nM,Active,,12.59,COc1ccc(-c2csc(Nc3ccc(C)cn3)n2)cc1OC,COc1ccc(-c2csc(Nc3ccc(C)cn3)n2)cc1OC
CHEMBL3199860,,C(=N/Nc1nc(-c2ccccc2)cs1)\c1cccs1,Potency,'=',12589.3,nM,Active,,12.59,C(=N/Nc1nc(-c2ccccc2)cs1)\c1cccs1,C(=N\Nc1nc(-c2ccccc2)cs1)/c1cccs1
CHEMBL1365290,,Cc1ccc(N2C(=O)NC(=O)/C(=C\C=C\c3ccco3)C2=O)cc1C,Potency,'=',12589.3,nM,Active,,12.59,Cc1ccc(N2C(=O)NC(=O)/C(=C\C=C\c3ccco3)C2=O)cc1C,Cc1ccc(N2C(=O)NC(=O)/C(=C\C=C\c3ccco3)C2=O)cc1C
CHEMBL1583785,,Cc1n[nH]c(Nc2ccc(C(C)C)cc2)c1[N+](=O)[O-],Potency,'=',12589.3,nM,Active,,12.59,Cc1n[nH]c(Nc2ccc(C(C)C)cc2)c1[N+](=O)[O-],Cc1n[nH]c(Nc2ccc(C(C)C)cc2)c1[N+](=O)[O-]
CHEMBL1489601,,O=C(Nc1sc(-c2ccccc2)cc1C(=O)O)c1ccccc1,Potency,'=',12589.3,nM,Active,,12.59,O=C(Nc1sc(-c2ccccc2)cc1C(=O)O)c1ccccc1,O=C(Nc1sc(-c2ccccc2)cc1C(=O)O)c1ccccc1
CHEMBL1395903,,COc1ccc2c(c1)Cc1sc(NC(=O)c3cccc(C)c3)nc1-2,Potency,'=',12589.3,nM,Active,,12.59,COc1ccc2c(c1)Cc1sc(NC(=O)c3cccc(C)c3)nc1-2,COc1ccc2c(c1)Cc1sc(NC(=O)c3cccc(C)c3)nc1-2
CHEMBL1528224,,NC(=O)CC(NC(=O)c1ccccc1)c1ccc(NCCc2ccc(Cl)cc2)c([N+](=O)[O-])c1,Potency,'=',12589.3,nM,Active,,12.59,NC(=O)CC(NC(=O)c1ccccc1)c1ccc(NCCc2ccc(Cl)cc2)c([N+](=O)[O-])c1,NC(=O)CC(NC(=O)c1ccccc1)c1ccc(NCCc2ccc(Cl)cc2)c([N+](=O)[O-])c1
CHEMBL1364903,,CCc1nn2c(=O)cc(COc3ccc(/C=C4\C(=N)N5N=C(C)SC5=NC4=O)cc3)nc2s1,Potency,'=',12589.3,nM,Active,,12.59,CCc1nn2c(=O)cc(COc3ccc(/C=C4\C(=N)N5N=C(C)SC5=NC4=O)cc3)nc2s1,CCc1nn2c(=O)cc(COc3ccc(/C=C4\C(=N)N5N=C(C)SC5=NC4=O)cc3)nc2s1
CHEMBL1481546,,Cc1cccc(N2CCN(C(=O)Cn3sc4nc(C)cc(C)c4c3=O)CC2C)c1,Potency,'=',12589.3,nM,Active,,12.59,Cc1cccc(N2CCN(C(=O)Cn3sc4nc(C)cc(C)c4c3=O)CC2C)c1,Cc1cccc(N2CCN(C(=O)Cn3sc4nc(C)cc(C)c4c3=O)CC2C)c1
CHEMBL3145137,,Cc1[nH]n(C2=NCCS2)c(=O)c1N=Nc1cccc(C(F)(F)F)c1,Potency,'=',12589.3,nM,Active,,12.59,Cc1[nH]n(C2=NCCS2)c(=O)c1N=Nc1cccc(C(F)(F)F)c1,Cc1[nH]n(C2=NCCS2)c(=O)c1N=Nc1cccc(C(F)(F)F)c1
CHEMBL1306908,,S=C(Nc1cccnc1)Nc1cccc2cnccc12,Potency,'=',12589.3,nM,Active,,12.59,S=C(Nc1cccnc1)Nc1cccc2cnccc12,S=C(Nc1cccnc1)Nc1cccc2cnccc12
CHEMBL3196976,,CC1=C(C)/C(=N\OS(=O)(=O)c2ccccc2)C=CC1=O,Potency,'=',12589.3,nM,Active,,12.59,CC1=C(C)/C(=N\OS(=O)(=O)c2ccccc2)C=CC1=O,CC1=C(C)/C(=N\OS(=O)(=O)c2ccccc2)C=CC1=O
CHEMBL1408668,,Cc1[nH]c2ccc(C(=O)Nc3ccc(F)cc3)cc2c1C,Potency,'=',12589.3,nM,Active,,12.59,Cc1[nH]c2ccc(C(=O)Nc3ccc(F)cc3)cc2c1C,Cc1[nH]c2ccc(C(=O)Nc3ccc(F)cc3)cc2c1C
CHEMBL1474732,,Cc1cc(O)c2c(c1O)C(=O)C(O)=C(O)C2=O,Potency,'=',12589.3,nM,Active,,12.59,Cc1cc(O)c2c(c1O)C(=O)C(O)=C(O)C2=O,Cc1cc(O)c2c(c1O)C(=O)C(O)=C(O)C2=O
CHEMBL3212307,,Cc1[nH]c2ccccc2c1/C=N/Nc1ccc(F)cc1F,Potency,'=',12589.3,nM,Active,,12.59,Cc1[nH]c2ccccc2c1/C=N/Nc1ccc(F)cc1F,Cc1[nH]c2ccccc2c1/C=N/Nc1ccc(F)cc1F
CHEMBL1581932,,COC(=O)/C(=C(/F)Sc1cc(C)c(O)c(C)c1)C(F)(F)F,Potency,'=',12589.3,nM,Active,,12.59,COC(=O)/C(=C(/F)Sc1cc(C)c(O)c(C)c1)C(F)(F)F,COC(=O)/C(=C(/F)Sc1cc(C)c(O)c(C)c1)C(F)(F)F
CHEMBL1342337,,Cc1cc(C)c(S(=O)(=O)Nc2cc(SCC(=O)O)c(O)c3ccccc23)cc1C,Potency,'=',12589.3,nM,Active,,12.59,Cc1cc(C)c(S(=O)(=O)Nc2cc(SCC(=O)O)c(O)c3ccccc23)cc1C,Cc1cc(C)c(S(=O)(=O)Nc2cc(SCC(=O)O)c(O)c3ccccc23)cc1C
CHEMBL1522531,,COc1cc(/C=C2\SC(=O)N(CC(=O)Nc3cccc(C)c3)C2=O)cc([N+](=O)[O-])c1O,Potency,'=',12589.3,nM,Active,,12.59,COc1cc(/C=C2\SC(=O)N(CC(=O)Nc3cccc(C)c3)C2=O)cc([N+](=O)[O-])c1O,COc1cc(/C=C2\SC(=O)N(CC(=O)Nc3cccc(C)c3)C2=O)cc([N+](=O)[O-])c1O
CHEMBL1433257,,CN1CCN(NS(=O)(=O)c2cccs2)CC1,Potency,'=',12589.3,nM,Active,,12.59,CN1CCN(NS(=O)(=O)c2cccs2)CC1,CN1CCN(NS(=O)(=O)c2cccs2)CC1
CHEMBL1401650,,Nc1cc(-c2ccc(Br)cc2)nn1S(=O)(=O)c1cccc2nsnc12,Potency,'=',12589.3,nM,Active,,12.59,Nc1cc(-c2ccc(Br)cc2)nn1S(=O)(=O)c1cccc2nsnc12,Nc1cc(-c2ccc(Br)cc2)nn1S(=O)(=O)c1cccc2nsnc12
CHEMBL1406699,,CCCC(=O)Nc1nc(C)c(-c2csc(Nc3ccc(Cl)cc3)n2)s1,Potency,'=',12589.3,nM,Active,,12.59,CCCC(=O)Nc1nc(C)c(-c2csc(Nc3ccc(Cl)cc3)n2)s1,CCCC(=O)Nc1nc(C)c(-c2csc(Nc3ccc(Cl)cc3)n2)s1
CHEMBL1519910,,FC(F)(F)c1cccc(NC(S)=Nc2cccc(N=C(S)Nc3cccc(C(F)(F)F)c3)n2)c1,Potency,'=',12589.3,nM,Active,,12.59,FC(F)(F)c1cccc(NC(S)=Nc2cccc(N=C(S)Nc3cccc(C(F)(F)F)c3)n2)c1,FC(F)(F)c1cccc(NC(S)=Nc2cccc(N=C(S)Nc3cccc(C(F)(F)F)c3)n2)c1
CHEMBL1595724,,CCc1nc(Nc2ccc(N3CCN(C(C)=O)CC3)cc2)c2oc3ccccc3c2n1.Cl,Potency,'=',12589.3,nM,Active,,12.59,CCc1nc(Nc2ccc(N3CCN(C(C)=O)CC3)cc2)c2oc3ccccc3c2n1.Cl,CCc1nc(Nc2ccc(N3CCN(C(C)=O)CC3)cc2)c2oc3ccccc3c2n1
CHEMBL1325466,,COc1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1S(=O)(=O)N1CCOCC1,Potency,'=',12589.3,nM,Active,,12.59,COc1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1S(=O)(=O)N1CCOCC1,COc1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1S(=O)(=O)N1CCOCC1
CHEMBL1312212,,COc1cccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccc(C(=O)O)cc2)N3)c1,Potency,'=',12589.3,nM,Active,,12.59,COc1cccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccc(C(=O)O)cc2)N3)c1,COc1cccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccc(C(=O)O)cc2)N3)c1
CHEMBL1459529,,Cc1c(O)c(CN2CCCC2)cc2c3c(c(=O)oc12)CCC3,Potency,'=',12589.3,nM,Active,,12.59,Cc1c(O)c(CN2CCCC2)cc2c3c(c(=O)oc12)CCC3,Cc1c(O)c(CN2CCCC2)cc2c3c(c(=O)oc12)CCC3
CHEMBL3191725,,COc1ccc(C2C(C(C)=O)=C(C)N=c3s/c(=C\c4ccco4)c(=O)n32)c(OC)c1,Potency,'=',12589.3,nM,Active,,12.59,COc1ccc(C2C(C(C)=O)=C(C)N=c3s/c(=C\c4ccco4)c(=O)n32)c(OC)c1,COc1ccc(C2C(C(C)=O)=C(C)N=c3s/c(=C\c4ccco4)c(=O)n32)c(OC)c1
CHEMBL1529080,,Cn1sc(=O)c2cc(S(=O)(=O)NC3CC3)ccc21,Potency,'=',12589.3,nM,Active,,12.59,Cn1sc(=O)c2cc(S(=O)(=O)NC3CC3)ccc21,Cn1sc(=O)c2cc(S(=O)(=O)NC3CC3)ccc21
CHEMBL1456724,,COc1ccc2cc(CNc3ccccc3)c(=O)n(CC(=O)Nc3ccc(C(C)=O)cc3)c2c1,Potency,'=',12589.3,nM,Active,,12.59,COc1ccc2cc(CNc3ccccc3)c(=O)n(CC(=O)Nc3ccc(C(C)=O)cc3)c2c1,COc1ccc2cc(CNc3ccccc3)c(=O)n(CC(=O)Nc3ccc(C(C)=O)cc3)c2c1
CHEMBL1340050,,Nc1cc(N2CCCCC2)c(Cl)cc1[N+](=O)[O-],Potency,'=',12589.3,nM,Active,,12.59,Nc1cc(N2CCCCC2)c(Cl)cc1[N+](=O)[O-],Nc1cc(N2CCCCC2)c(Cl)cc1[N+](=O)[O-]
CHEMBL159895,,Nc1ccc(-c2nc3cc([N+](=O)[O-])ccc3[nH]2)cc1,Potency,'=',12589.3,nM,Active,,12.59,Nc1ccc(-c2nc3cc([N+](=O)[O-])ccc3[nH]2)cc1,Nc1ccc(-c2nc3cc([N+](=O)[O-])ccc3[nH]2)cc1
CHEMBL3213606,,Cc1cc([N+](=O)[O-])cc(/C=N\NC(=O)C2COc3ccccc3O2)c1O,Potency,'=',12589.3,nM,Active,,12.59,Cc1cc([N+](=O)[O-])cc(/C=N\NC(=O)C2COc3ccccc3O2)c1O,Cc1cc([N+](=O)[O-])cc(/C=N\NC(=O)C2COc3ccccc3O2)c1O
CHEMBL1328367,,O=[N+]([O-])c1cc(Cl)ccc1NCCNS(=O)(=O)c1ccccc1,Potency,'=',12589.3,nM,Active,,12.59,O=[N+]([O-])c1cc(Cl)ccc1NCCNS(=O)(=O)c1ccccc1,O=[N+]([O-])c1cc(Cl)ccc1NCCNS(=O)(=O)c1ccccc1
CHEMBL1536399,,Cc1c(NC(=O)/C(C#N)=C/c2ccc(-c3cccc(Cl)c3)o2)c(=O)n(-c2ccccc2)n1C,Potency,'=',12589.3,nM,Active,,12.59,Cc1c(NC(=O)/C(C#N)=C/c2ccc(-c3cccc(Cl)c3)o2)c(=O)n(-c2ccccc2)n1C,Cc1c(NC(=O)/C(C#N)=C/c2ccc(-c3cccc(Cl)c3)o2)c(=O)n(-c2ccccc2)n1C
CHEMBL1982025,,O=C1c2cccc3cc([N+](=O)[O-])cc(c23)C(=O)N1/N=C/c1ccc(O)cc1O,Potency,'=',12589.3,nM,Active,,12.59,O=C1c2cccc3cc([N+](=O)[O-])cc(c23)C(=O)N1/N=C/c1ccc(O)cc1O,O=C1c2cccc3cc([N+](=O)[O-])cc(c23)C(=O)N1/N=C/c1ccc(O)cc1O
CHEMBL1524427,,COC(=O)c1c(C)c2c(C)cc3ccccn3c-2c1C(=O)OC,Potency,'=',12589.3,nM,Active,,12.59,COC(=O)c1c(C)c2c(C)cc3ccccn3c-2c1C(=O)OC,COC(=O)c1c(C)c2c(C)cc3ccccn3c-2c1C(=O)OC
CHEMBL1541316,,CCCN1C(=O)/C(=C/c2c(N3CCNC(=O)C3CC(=O)OCC)nc3c(C)cccn3c2=O)SC1=S,Potency,'=',12589.3,nM,Active,,12.59,CCCN1C(=O)/C(=C/c2c(N3CCNC(=O)C3CC(=O)OCC)nc3c(C)cccn3c2=O)SC1=S,CCCN1C(=O)/C(=C/c2c(N3CCNC(=O)C3CC(=O)OCC)nc3c(C)cccn3c2=O)SC1=S
CHEMBL1404629,,Cc1ccc(C(=O)N2CCN(c3ccc([N+](=O)[O-])c(NCc4cccnc4)c3)CC2)cc1,Potency,'=',12589.3,nM,Active,,12.59,Cc1ccc(C(=O)N2CCN(c3ccc([N+](=O)[O-])c(NCc4cccnc4)c3)CC2)cc1,Cc1ccc(C(=O)N2CCN(c3ccc([N+](=O)[O-])c(NCc4cccnc4)c3)CC2)cc1
CHEMBL272465,,Cc1c(Br)c(=O)oc2c(Br)c(O)c(O)cc12,Potency,'=',12589.3,nM,Active,,12.59,Cc1c(Br)c(=O)oc2c(Br)c(O)c(O)cc12,Cc1c(Br)c(=O)oc2c(Br)c(O)c(O)cc12
CHEMBL549321,,NS(=O)(=O)c1ccc(Nc2nc(-c3ccc(O)cc3)cs2)cc1,Potency,'=',12589.3,nM,Active,,12.59,NS(=O)(=O)c1ccc(Nc2nc(-c3ccc(O)cc3)cs2)cc1,NS(=O)(=O)c1ccc(Nc2nc(-c3ccc(O)cc3)cs2)cc1
CHEMBL1313507,,O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1NN=C1CCCCC1,Potency,'=',12589.3,nM,Active,,12.59,O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1NN=C1CCCCC1,O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1NN=C1CCCCC1
CHEMBL1572805,,CN(C)c1ccc(N=Nc2ccccc2C(=O)OCC(=O)N2CCCC2)cc1,Potency,'=',12589.3,nM,Active,,12.59,CN(C)c1ccc(N=Nc2ccccc2C(=O)OCC(=O)N2CCCC2)cc1,CN(C)c1ccc(N=Nc2ccccc2C(=O)OCC(=O)N2CCCC2)cc1
