Molecule ChEMBL ID,Molecule Name,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Comment,Molecule Max Phase,Activity µM,canonical_smiles,NEW_SMILES
CHEMBL1378812,,COc1ccc2nc(N=Nc3ccc(N(C)C)cc3)sc2c1,Potency,'=',100.0,nM,Active,,0.1,COc1ccc2nc(N=Nc3ccc(N(C)C)cc3)sc2c1,COc1ccc2nc(N=Nc3ccc(N(C)C)cc3)sc2c1
CHEMBL1518905,,CCN1/C(=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2ccccc21.[O-][Cl+3]([O-])([O-])[O-],Potency,'=',125.9,nM,Active,,0.13,CCN1/C(=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2ccccc21.[O-][Cl+3]([O-])([O-])[O-],CCN1/C(=C\C=C\C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2ccccc21
CHEMBL1607905,,Cc1cc(-c2ccc(/N=N\c3ccc4c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c4c3O)c(C)c2)ccc1/N=N\c1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2c1O,Potency,'=',190.0,nM,Active,,0.19,Cc1cc(-c2ccc(/N=N\c3ccc4c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c4c3O)c(C)c2)ccc1/N=N\c1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2c1O,Cc1cc(-c2ccc(/N=N\c3ccc4c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c4c3O)c(C)c2)ccc1/N=N\c1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2c1O
CHEMBL1521960,,CN1/C(=C\C=C\C2=[N+](C)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2ccccc21.[O-][Cl+3]([O-])([O-])[O-],Potency,'=',316.2,nM,Active,,0.32,CN1/C(=C\C=C\C2=[N+](C)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2ccccc21.[O-][Cl+3]([O-])([O-])[O-],CN1/C(=C\C=C\C2=[N+](C)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2ccccc21
CHEMBL1573754,,CCC(/C=C1\Sc2ccc(OC)cc2N1CCO)=C\c1sc2ccc(OC)cc2[n+]1CCO.[Cl-],Potency,'=',398.1,nM,Active,,0.4,CCC(/C=C1\Sc2ccc(OC)cc2N1CCO)=C\c1sc2ccc(OC)cc2[n+]1CCO.[Cl-],CCC(/C=C1\Sc2ccc(OC)cc2N1CCO)=C\c1sc2ccc(OC)cc2[n+]1CCO
CHEMBL3193923,,CCOC(=O)c1ccc(N/N=C/c2cc(Br)cc([N+](=O)[O-])c2O)cc1,Potency,'=',446.7,nM,Active,,0.45,CCOC(=O)c1ccc(N/N=C/c2cc(Br)cc([N+](=O)[O-])c2O)cc1,CCOC(=O)c1ccc(N/N=C/c2cc(Br)cc([N+](=O)[O-])c2O)cc1
CHEMBL466853,,CCN1/C(=C/C(C)=C/c2sc3ccccc3[n+]2CC)Sc2ccccc21.[I-],Potency,'=',446.7,nM,Active,,0.45,CCN1/C(=C/C(C)=C/c2sc3ccccc3[n+]2CC)Sc2ccccc21.[I-],CCN1/C(=C/C(C)=C/c2sc3ccccc3[n+]2CC)Sc2ccccc21
CHEMBL1242180,,CN(C)c1ccc(/C=C/c2ccc3ccccc3[n+]2C)cc1.[I-],Potency,'=',501.2,nM,Active,,0.5,CN(C)c1ccc(/C=C/c2ccc3ccccc3[n+]2C)cc1.[I-],CN(C)c1ccc(/C=C/c2ccc3ccccc3[n+]2C)cc1
CHEMBL1512440,,O=c1c(O)cc(C2Oc3cc(O)cc(O)c3CC2O)cc2c(C3Oc4cc(O)cc(O)c4CC3O)cc(O)c(O)c12,Potency,'=',501.2,nM,Active,,0.5,O=c1c(O)cc(C2Oc3cc(O)cc(O)c3CC2O)cc2c(C3Oc4cc(O)cc(O)c4CC3O)cc(O)c(O)c12,O=c1c(O)cc(C2Oc3cc(O)cc(O)c3CC2O)cc2c(C3Oc4cc(O)cc(O)c4CC3O)cc(O)c(O)c12
CHEMBL1383312,,CN(C)c1ccc(N=Nc2nc3ccccc3n2C)cc1,Potency,'=',501.2,nM,Active,,0.5,CN(C)c1ccc(N=Nc2nc3ccccc3n2C)cc1,CN(C)c1ccc(N=Nc2nc3ccccc3n2C)cc1
CHEMBL328710,,CN(C)c1ccc(/C=C2\C(=O)Nc3ccccc32)cc1,Potency,'=',501.2,nM,Active,,0.5,CN(C)c1ccc(/C=C2\C(=O)Nc3ccccc32)cc1,CN(C)c1ccc(/C=C2\C(=O)Nc3ccccc32)cc1
CHEMBL3211840,,C/C(=N\NC(=O)c1cccc(N/N=C(\C)c2ccc([N+](=O)[O-])cc2)c1)c1ccc([N+](=O)[O-])cc1,Potency,'=',501.2,nM,Active,,0.5,C/C(=N\NC(=O)c1cccc(N/N=C(\C)c2ccc([N+](=O)[O-])cc2)c1)c1ccc([N+](=O)[O-])cc1,C/C(=N\NC(=O)c1cccc(N/N=C(\C)c2ccc([N+](=O)[O-])cc2)c1)c1ccc([N+](=O)[O-])cc1
CHEMBL1571648,,Cc1cc(N(C)C)ccc1N=Nc1ccc2ncccc2c1,Potency,'=',501.2,nM,Active,,0.5,Cc1cc(N(C)C)ccc1N=Nc1ccc2ncccc2c1,Cc1cc(N(C)C)ccc1N=Nc1ccc2ncccc2c1
CHEMBL126077,INDIRUBIN-3-MONOXIME,O=Nc1c(-c2c(O)[nH]c3ccccc23)[nH]c2ccccc12,Potency,'=',562.3,nM,Active,,0.56,O=Nc1c(-c2c(O)[nH]c3ccccc23)[nH]c2ccccc12,O=Nc1c(-c2c(O)[nH]c3ccccc23)[nH]c2ccccc12
CHEMBL295316,PLUMBAGIN,CC1=CC(=O)c2c(O)cccc2C1=O,Potency,'=',562.3,nM,Active,1.0,0.56,CC1=CC(=O)c2c(O)cccc2C1=O,CC1=CC(=O)c2c(O)cccc2C1=O
CHEMBL1505840,,CC(=O)c1ccc(N=Nc2ccc(N)cc2)cc1,Potency,'=',562.3,nM,Active,,0.56,CC(=O)c1ccc(N=Nc2ccc(N)cc2)cc1,CC(=O)c1ccc(N=Nc2ccc(N)cc2)cc1
CHEMBL1562904,,CCC(=O)N1CCN(c2ccc(NC(=O)c3ccc(N4CCCC4)c([N+](=O)[O-])c3)cc2)CC1,Potency,'=',631.0,nM,Active,,0.63,CCC(=O)N1CCN(c2ccc(NC(=O)c3ccc(N4CCCC4)c([N+](=O)[O-])c3)cc2)CC1,CCC(=O)N1CCN(c2ccc(NC(=O)c3ccc(N4CCCC4)c([N+](=O)[O-])c3)cc2)CC1
CHEMBL460366,,CCOC(=O)c1nn(-c2ccc(OC)cc2)c(=O)c2c(N)scc12,Potency,'=',631.0,nM,Active,,0.63,CCOC(=O)c1nn(-c2ccc(OC)cc2)c(=O)c2c(N)scc12,CCOC(=O)c1nn(-c2ccc(OC)cc2)c(=O)c2c(N)scc12
CHEMBL3213546,,CN(C)/N=C/C=C1\CCC/C(=C/c2cccs2)C1=O,Potency,'=',631.0,nM,Active,,0.63,CN(C)/N=C/C=C1\CCC/C(=C/c2cccs2)C1=O,CN(C)/N=C/C=C1\CCC/C(=C/c2cccs2)C1=O
CHEMBL1471383,,Cc1ccc(N/C=C/c2onc(C)c2[N+](=O)[O-])cc1,Potency,'=',631.0,nM,Active,,0.63,Cc1ccc(N/C=C/c2onc(C)c2[N+](=O)[O-])cc1,Cc1ccc(N/C=C/c2onc(C)c2[N+](=O)[O-])cc1
CHEMBL1998893,,CN(C)c1ccc(/C=N/NC(=O)c2cnc3ccccc3c2)cc1,Potency,'=',631.0,nM,Active,,0.63,CN(C)c1ccc(/C=N/NC(=O)c2cnc3ccccc3c2)cc1,CN(C)c1ccc(/C=N/NC(=O)c2cnc3ccccc3c2)cc1
CHEMBL1519655,,CCN1C/C(=C/c2ccc(N3CCOCC3)cc2)C(=O)/C(=C/c2ccc(N3CCOCC3)cc2)C1,Potency,'=',631.0,nM,Active,,0.63,CCN1C/C(=C/c2ccc(N3CCOCC3)cc2)C(=O)/C(=C/c2ccc(N3CCOCC3)cc2)C1,CCN1C/C(=C/c2ccc(N3CCOCC3)cc2)C(=O)/C(=C/c2ccc(N3CCOCC3)cc2)C1
CHEMBL1321895,,CN1C/C(=C\c2ccc(N3CCOCC3)cc2)C(=O)/C(=C/c2ccc(N3CCOCC3)cc2)C1,Potency,'=',631.0,nM,Active,,0.63,CN1C/C(=C\c2ccc(N3CCOCC3)cc2)C(=O)/C(=C/c2ccc(N3CCOCC3)cc2)C1,CN1C/C(=C\c2ccc(N3CCOCC3)cc2)C(=O)/C(=C/c2ccc(N3CCOCC3)cc2)C1
CHEMBL1471965,,CN(C)c1ccc(/C=C/C=C2/SC(=S)N(c3ccccc3)C2=O)cc1,Potency,'=',707.9,nM,Active,,0.71,CN(C)c1ccc(/C=C/C=C2/SC(=S)N(c3ccccc3)C2=O)cc1,CN(C)c1ccc(/C=C/C=C2/SC(=S)N(c3ccccc3)C2=O)cc1
CHEMBL3199938,,COc1cc(/C=N/Nc2n[nH]c3c4ccccc4nc-3n2)ccc1O,Potency,'=',707.9,nM,Active,,0.71,COc1cc(/C=N/Nc2n[nH]c3c4ccccc4nc-3n2)ccc1O,COc1cc(/C=N/Nc2n[nH]c3c4ccccc4nc-3n2)ccc1O
CHEMBL1994510,,CCOc1cc(/C=N/Nc2ccc(C(=O)O)cc2)ccc1OC(=O)c1ccccc1C,Potency,'=',707.9,nM,Active,,0.71,CCOc1cc(/C=N/Nc2ccc(C(=O)O)cc2)ccc1OC(=O)c1ccccc1C,CCOc1cc(/C=N/Nc2ccc(C(=O)O)cc2)ccc1OC(=O)c1ccccc1C
CHEMBL3192203,,O=[N+]([O-])c1ccc(/N=C/c2sc3ccccc3c2O)cc1,Potency,'=',707.9,nM,Active,,0.71,O=[N+]([O-])c1ccc(/N=C/c2sc3ccccc3c2O)cc1,O=[N+]([O-])c1ccc(/N=C/c2sc3ccccc3c2O)cc1
CHEMBL1400571,,CN1C(=C=Cc2cc(I)c(O)c(I)c2)C(C)(C)c2ccccc21,Potency,'=',707.9,nM,Active,,0.71,CN1C(=C=Cc2cc(I)c(O)c(I)c2)C(C)(C)c2ccccc21,CN1C(=C=Cc2cc(I)c(O)c(I)c2)C(C)(C)c2ccccc21
CHEMBL1613238,,CC[n+]1ccc(/C=C/c2ccc(N(C)C)cc2)c2ccccc21.[I-],Potency,'=',707.9,nM,Active,,0.71,CC[n+]1ccc(/C=C/c2ccc(N(C)C)cc2)c2ccccc21.[I-],CC[n+]1ccc(/C=C/c2ccc(N(C)C)cc2)c2ccccc21
CHEMBL1594514,,COc1ccc2c(c1)C(=NO)c1cc(OC)ccc1-2,Potency,'=',707.9,nM,Active,,0.71,COc1ccc2c(c1)C(=NO)c1cc(OC)ccc1-2,COc1ccc2c(c1)C(=NO)c1cc(OC)ccc1-2
CHEMBL1366942,,CN(C)c1ccc(/C=C/c2ccc3c4ccccc4ccc3[n+]2-c2ccccc2)cc1.[Cl-],Potency,'=',794.3,nM,Active,,0.79,CN(C)c1ccc(/C=C/c2ccc3c4ccccc4ccc3[n+]2-c2ccccc2)cc1.[Cl-],CN(C)c1ccc(/C=C/c2ccc3c4ccccc4ccc3[n+]2-c2ccccc2)cc1
CHEMBL1472080,,CCN(CC)c1ccc2cc(C(=N)NNC(=O)c3cccs3)c(=O)oc2c1,Potency,'=',794.3,nM,Active,,0.79,CCN(CC)c1ccc2cc(C(=N)NNC(=O)c3cccs3)c(=O)oc2c1,CCN(CC)c1ccc2cc(C(=N)NNC(=O)c3cccs3)c(=O)oc2c1
CHEMBL1302326,,O=C(CCCSc1nc2ccccc2[nH]1)N1CCN(c2ccc([N+](=O)[O-])cc2)CC1,Potency,'=',794.3,nM,Active,,0.79,O=C(CCCSc1nc2ccccc2[nH]1)N1CCN(c2ccc([N+](=O)[O-])cc2)CC1,O=C(CCCSc1nc2ccccc2[nH]1)N1CCN(c2ccc([N+](=O)[O-])cc2)CC1
CHEMBL1436467,,N=C(N)c1ccc(/N=N\c2c(O)ccc3c2[nH]c2ccccc23)cc1,Potency,'=',810.0,nM,Active,,0.81,N=C(N)c1ccc(/N=N\c2c(O)ccc3c2[nH]c2ccccc23)cc1,N=C(N)c1ccc(/N=N\c2c(O)ccc3c2[nH]c2ccccc23)cc1
CHEMBL1610506,,Cc1cc(N=Nc2ccccc2C(=O)O)c(C)c(C)c1O,Potency,'=',891.3,nM,Active,,0.89,Cc1cc(N=Nc2ccccc2C(=O)O)c(C)c(C)c1O,Cc1cc(N=Nc2ccccc2C(=O)O)c(C)c(C)c1O
CHEMBL1519760,,CCOC(=O)N1CCc2c(sc3c2C(O)=NC(c2ccc(N(C)C)cc2)N3)C1,Potency,'=',891.3,nM,Active,,0.89,CCOC(=O)N1CCc2c(sc3c2C(O)=NC(c2ccc(N(C)C)cc2)N3)C1,CCOC(=O)N1CCc2c(sc3c2C(O)=NC(c2ccc(N(C)C)cc2)N3)C1
CHEMBL1451483,,O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(=O)c2c(O)c(O)cc(C3Oc4cc(O)cc(O)c4CC3OC(=O)c3cc(O)c(O)c(O)c3)c2c1)c1cc(O)c(O)c(O)c1,Potency,'=',891.3,nM,Active,,0.89,O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(=O)c2c(O)c(O)cc(C3Oc4cc(O)cc(O)c4CC3OC(=O)c3cc(O)c(O)c(O)c3)c2c1)c1cc(O)c(O)c(O)c1,O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(=O)c2c(O)c(O)cc(C3Oc4cc(O)cc(O)c4CC3OC(=O)c3cc(O)c(O)c(O)c3)c2c1)c1cc(O)c(O)c(O)c1
CHEMBL1322375,,COc1cc(/C=C2/CC/C(=C/c3ccc(O)c(OC)c3)C2=O)ccc1O,Potency,'=',891.3,nM,Active,,0.89,COc1cc(/C=C2/CC/C(=C/c3ccc(O)c(OC)c3)C2=O)ccc1O,COc1cc(/C=C2/CC/C(=C/c3ccc(O)c(OC)c3)C2=O)ccc1O
CHEMBL1490692,,O=C(Nc1cccc(Cl)c1)c1cc(N=Nc2ccc([N+](=O)[O-])cc2Cl)ccc1O,Potency,'=',891.3,nM,Active,,0.89,O=C(Nc1cccc(Cl)c1)c1cc(N=Nc2ccc([N+](=O)[O-])cc2Cl)ccc1O,O=C(Nc1cccc(Cl)c1)c1cc(N=Nc2ccc([N+](=O)[O-])cc2Cl)ccc1O
CHEMBL3192091,,CN(C)/N=C/C=C1\CC/C(=C\c2ccc(Br)cc2)C1=O,Potency,'=',891.3,nM,Active,,0.89,CN(C)/N=C/C=C1\CC/C(=C\c2ccc(Br)cc2)C1=O,CN(C)/N=C/C=C1\CC/C(=C\c2ccc(Br)cc2)C1=O
CHEMBL1335315,,CN(C)c1ccc(/C=C2\N=C(c3ccc(Cl)c([N+](=O)[O-])c3)NC2=O)cc1,Potency,'=',891.3,nM,Active,,0.89,CN(C)c1ccc(/C=C2\N=C(c3ccc(Cl)c([N+](=O)[O-])c3)NC2=O)cc1,CN(C)c1ccc(/C=C2\N=C(c3ccc(Cl)c([N+](=O)[O-])c3)NC2=O)cc1
CHEMBL1978279,,COc1ccc(/N=C/C2=C(O)c3ccccc3CC2)cc1,Potency,'=',891.3,nM,Active,,0.89,COc1ccc(/N=C/C2=C(O)c3ccccc3CC2)cc1,COc1ccc(/N=C/C2=C(O)c3ccccc3CC2)cc1
CHEMBL1512279,,COc1ccc2nc(NC(=O)c3cc(=O)c4ccccc4o3)sc2c1,Potency,'=',891.3,nM,Active,,0.89,COc1ccc2nc(NC(=O)c3cc(=O)c4ccccc4o3)sc2c1,COc1ccc2nc(NC(=O)c3cc(=O)c4ccccc4o3)sc2c1
CHEMBL1482308,,O=C(Nc1ccc([N+](=O)[O-])cc1)Nc1ccc(N2CCOCC2)c2nonc12,Potency,'=',891.3,nM,Active,,0.89,O=C(Nc1ccc([N+](=O)[O-])cc1)Nc1ccc(N2CCOCC2)c2nonc12,O=C(Nc1ccc([N+](=O)[O-])cc1)Nc1ccc(N2CCOCC2)c2nonc12
CHEMBL1991815,,CSc1nncc(/C(C)=N\Nc2ccccc2C)n1,Potency,'=',891.3,nM,Active,,0.89,CSc1nncc(/C(C)=N\Nc2ccccc2C)n1,CSc1nncc(/C(C)=N\Nc2ccccc2C)n1
CHEMBL1368144,,CCN(CC)c1ccc(NC(=O)c2sc3ccccc3c2Cl)cc1,Potency,'=',891.3,nM,Active,,0.89,CCN(CC)c1ccc(NC(=O)c2sc3ccccc3c2Cl)cc1,CCN(CC)c1ccc(NC(=O)c2sc3ccccc3c2Cl)cc1
CHEMBL1308606,,O=C(/C=C/c1ccc(Cl)c([N+](=O)[O-])c1)Nc1ccc(N2CCCC2)cc1,Potency,'=',891.3,nM,Active,,0.89,O=C(/C=C/c1ccc(Cl)c([N+](=O)[O-])c1)Nc1ccc(N2CCCC2)cc1,O=C(/C=C/c1ccc(Cl)c([N+](=O)[O-])c1)Nc1ccc(N2CCCC2)cc1
CHEMBL461646,,CCOC(=O)c1nn(-c2cccc(C(F)(F)F)c2)c(=O)c2c(N)scc12,Potency,'=',891.3,nM,Active,,0.89,CCOC(=O)c1nn(-c2cccc(C(F)(F)F)c2)c(=O)c2c(N)scc12,CCOC(=O)c1nn(-c2cccc(C(F)(F)F)c2)c(=O)c2c(N)scc12
CHEMBL1973780,,O=C(N/N=C\c1ccc(-c2ccc([N+](=O)[O-])cc2)o1)c1ccc2c(c1)OCO2,Potency,'=',891.3,nM,Active,,0.89,O=C(N/N=C\c1ccc(-c2ccc([N+](=O)[O-])cc2)o1)c1ccc2c(c1)OCO2,O=C(N/N=C\c1ccc(-c2ccc([N+](=O)[O-])cc2)o1)c1ccc2c(c1)OCO2
CHEMBL3208632,,CCSc1ncc(/C=N/Nc2ccc([N+](=O)[O-])cc2)n1C,Potency,'=',891.3,nM,Active,,0.89,CCSc1ncc(/C=N/Nc2ccc([N+](=O)[O-])cc2)n1C,CCSc1ncc(/C=N/Nc2ccc([N+](=O)[O-])cc2)n1C
CHEMBL1558216,,Cc1ccc2c(c1)c1ccc3c(c1n2C)C(=O)C=CC3=O,Potency,'=',891.3,nM,Active,,0.89,Cc1ccc2c(c1)c1ccc3c(c1n2C)C(=O)C=CC3=O,Cc1ccc2c(c1)c1ccc3c(c1n2C)C(=O)C=CC3=O
CHEMBL296455,,CN(C)c1ccc(/C=C2/C(=O)Nc3ccccc32)cc1,Potency,'=',990.0,nM,Active,,0.99,CN(C)c1ccc(/C=C2/C(=O)Nc3ccccc32)cc1,CN(C)c1ccc(/C=C2/C(=O)Nc3ccccc32)cc1
CHEMBL525953,,COc1ccc(-n2nc(C(=O)O)c3csc(N)c3c2=O)cc1,Potency,'=',1000.0,nM,Active,,1.0,COc1ccc(-n2nc(C(=O)O)c3csc(N)c3c2=O)cc1,COc1ccc(-n2nc(C(=O)O)c3csc(N)c3c2=O)cc1
CHEMBL1585092,,N#Cc1ccc(C(=O)Nc2ccc(N3CCN(C(=O)c4ccco4)CC3)cc2)c(F)c1,Potency,'=',1000.0,nM,Active,,1.0,N#Cc1ccc(C(=O)Nc2ccc(N3CCN(C(=O)c4ccco4)CC3)cc2)c(F)c1,N#Cc1ccc(C(=O)Nc2ccc(N3CCN(C(=O)c4ccco4)CC3)cc2)c(F)c1
CHEMBL1455361,,CC(=O)c1ccc(-c2ccc(/C=C(/Sc3n[nH]c(C)n3)C(=O)O)o2)cc1,Potency,'=',1000.0,nM,Active,,1.0,CC(=O)c1ccc(-c2ccc(/C=C(/Sc3n[nH]c(C)n3)C(=O)O)o2)cc1,CC(=O)c1ccc(-c2ccc(/C=C(/Sc3n[nH]c(C)n3)C(=O)O)o2)cc1
CHEMBL1539509,,COC(=O)c1cc(NC(=O)c2cc(-c3ccc(C(F)(F)F)cc3)oc2C(F)(F)F)ccc1N1CCOCC1,Potency,'=',1000.0,nM,Active,,1.0,COC(=O)c1cc(NC(=O)c2cc(-c3ccc(C(F)(F)F)cc3)oc2C(F)(F)F)ccc1N1CCOCC1,COC(=O)c1cc(NC(=O)c2cc(-c3ccc(C(F)(F)F)cc3)oc2C(F)(F)F)ccc1N1CCOCC1
CHEMBL1529876,,O=C1/C(=C\c2cccs2)Sc2ccc3ccccc3c21,Potency,'=',1000.0,nM,Active,,1.0,O=C1/C(=C\c2cccs2)Sc2ccc3ccccc3c21,O=C1/C(=C\c2cccs2)Sc2ccc3ccccc3c21
CHEMBL1437387,,COc1ccc(Cl)cc1NC(=O)c1c(NCc2sccc2C)sc2c1CCCC2,Potency,'=',1000.0,nM,Active,,1.0,COc1ccc(Cl)cc1NC(=O)c1c(NCc2sccc2C)sc2c1CCCC2,COc1ccc(Cl)cc1NC(=O)c1c(NCc2sccc2C)sc2c1CCCC2
CHEMBL1420939,,Cc1ccc(-c2ccc(/C=C(\C#N)C(N)=S)n2C)cc1,Potency,'=',1000.0,nM,Active,,1.0,Cc1ccc(-c2ccc(/C=C(\C#N)C(N)=S)n2C)cc1,Cc1ccc(-c2ccc(/C=C(\C#N)C(N)=S)n2C)cc1
CHEMBL1489690,,CC(=O)c1ccc(N=Nc2ccc(N(C)C)cc2)cc1,Potency,'=',1000.0,nM,Active,,1.0,CC(=O)c1ccc(N=Nc2ccc(N(C)C)cc2)cc1,CC(=O)c1ccc(N=Nc2ccc(N(C)C)cc2)cc1
CHEMBL1549568,,COc1ccc2c(n1)Sc1nc3ccccc3nc1N2,Potency,'=',1000.0,nM,Active,,1.0,COc1ccc2c(n1)Sc1nc3ccccc3nc1N2,COc1ccc2c(n1)Sc1nc3ccccc3nc1N2
CHEMBL1325170,,Cn1c(/C=C(\C#N)C(N)=S)ccc1-c1ccc(Br)cc1,Potency,'=',1000.0,nM,Active,,1.0,Cn1c(/C=C(\C#N)C(N)=S)ccc1-c1ccc(Br)cc1,Cn1c(/C=C(\C#N)C(N)=S)ccc1-c1ccc(Br)cc1
CHEMBL3192031,,O=C(O)CC1SC(N/N=C/c2ccc(-c3ccc(Cl)cc3[N+](=O)[O-])o2)=NC1=O,Potency,'=',1000.0,nM,Active,,1.0,O=C(O)CC1SC(N/N=C/c2ccc(-c3ccc(Cl)cc3[N+](=O)[O-])o2)=NC1=O,O=C(O)CC1SC(N/N=C/c2ccc(-c3ccc(Cl)cc3[N+](=O)[O-])o2)=NC1=O
CHEMBL1479759,,Cn1c(N=Nc2ccc(N3CCOCC3)cc2)[n+](C)c2ccccc21.O=S(=O)([O-])c1ccccc1,Potency,'=',1000.0,nM,Active,,1.0,Cn1c(N=Nc2ccc(N3CCOCC3)cc2)[n+](C)c2ccccc21.O=S(=O)([O-])c1ccccc1,Cn1c(N=Nc2ccc(N3CCOCC3)cc2)[n+](C)c2ccccc21
CHEMBL1542664,,O=C(/C=C/c1ccc(Cl)c([N+](=O)[O-])c1)Nc1ccc(N2CCCC2)c(Cl)c1,Potency,'=',1000.0,nM,Active,,1.0,O=C(/C=C/c1ccc(Cl)c([N+](=O)[O-])c1)Nc1ccc(N2CCCC2)c(Cl)c1,O=C(/C=C/c1ccc(Cl)c([N+](=O)[O-])c1)Nc1ccc(N2CCCC2)c(Cl)c1
CHEMBL1368261,,COc1cc(-c2ccc(/N=N\c3ccc4c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c4c3O)c(OC)c2)ccc1/N=N\c1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2c1O,Potency,'=',1000.0,nM,Active,,1.0,COc1cc(-c2ccc(/N=N\c3ccc4c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c4c3O)c(OC)c2)ccc1/N=N\c1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2c1O,COc1cc(-c2ccc(/N=N\c3ccc4c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c4c3O)c(OC)c2)ccc1/N=N\c1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2c1O
CHEMBL1461610,,COc1cc(/C=C/c2ccc3cccc(OC)c3n2)c(O)c([N+](=O)[O-])c1,Potency,'=',1000.0,nM,Active,,1.0,COc1cc(/C=C/c2ccc3cccc(OC)c3n2)c(O)c([N+](=O)[O-])c1,COc1cc(/C=C/c2ccc3cccc(OC)c3n2)c(O)c([N+](=O)[O-])c1
CHEMBL1325549,,CN(C)c1ccc(N/C=C/C(=O)c2ccc(F)cc2)cc1,Potency,'=',1050.0,nM,Active,,1.05,CN(C)c1ccc(N/C=C/C(=O)c2ccc(F)cc2)cc1,CN(C)c1ccc(N/C=C/C(=O)c2ccc(F)cc2)cc1
CHEMBL429095,,O=C1C(SCCO)=C(SCCO)C(=O)c2ccccc21,Potency,'=',1122.0,nM,Active,,1.12,O=C1C(SCCO)=C(SCCO)C(=O)c2ccccc21,O=C1C(SCCO)=C(SCCO)C(=O)c2ccccc21
CHEMBL1466913,,COc1ccc(NC2=NC(=O)S/C2=C\c2ccc(N(C)C)cc2)cc1,Potency,'=',1122.0,nM,Active,,1.12,COc1ccc(NC2=NC(=O)S/C2=C\c2ccc(N(C)C)cc2)cc1,COc1ccc(NC2=NC(=O)S/C2=C\c2ccc(N(C)C)cc2)cc1
CHEMBL3199327,,COC(=O)N/N=C/c1cc(N=Nc2ccccc2)ccc1O,Potency,'=',1122.0,nM,Active,,1.12,COC(=O)N/N=C/c1cc(N=Nc2ccccc2)ccc1O,COC(=O)N/N=C/c1cc(N=Nc2ccccc2)ccc1O
CHEMBL1399333,,NS(=O)(=O)c1ccc(N=Nc2c(O)ccc3ccccc23)cc1,Potency,'=',1122.0,nM,Active,,1.12,NS(=O)(=O)c1ccc(N=Nc2c(O)ccc3ccccc23)cc1,NS(=O)(=O)c1ccc(N=Nc2c(O)ccc3ccccc23)cc1
CHEMBL1574553,,Brc1ccc(N=Nc2ccc3ccccc3n2)cc1,Potency,'=',1122.0,nM,Active,,1.12,Brc1ccc(N=Nc2ccc3ccccc3n2)cc1,Brc1ccc(N=Nc2ccc3ccccc3n2)cc1
CHEMBL1445039,,O=C1NC(=S)S/C1=C\c1coc2ccc(O)cc2c1=O,Potency,'=',1122.0,nM,Active,,1.12,O=C1NC(=S)S/C1=C\c1coc2ccc(O)cc2c1=O,O=C1NC(=S)S/C1=C\c1coc2ccc(O)cc2c1=O
CHEMBL1343971,,CC(=O)Nc1ccc2nc(NC(=O)c3ccc([N+](=O)[O-])s3)sc2c1,Potency,'=',1122.0,nM,Active,,1.12,CC(=O)Nc1ccc2nc(NC(=O)c3ccc([N+](=O)[O-])s3)sc2c1,CC(=O)Nc1ccc2nc(NC(=O)c3ccc([N+](=O)[O-])s3)sc2c1
CHEMBL1501288,,CCOc1ccc(NC2=NC(=O)S/C2=C\c2ccc(N(C)C)cc2)cc1,Potency,'=',1122.0,nM,Active,,1.12,CCOc1ccc(NC2=NC(=O)S/C2=C\c2ccc(N(C)C)cc2)cc1,CCOc1ccc(NC2=NC(=O)S/C2=C\c2ccc(N(C)C)cc2)cc1
CHEMBL1421677,,Cc1cccc(N=Nc2c(O)nc(O)c(C#N)c2C)c1,Potency,'=',1122.0,nM,Active,,1.12,Cc1cccc(N=Nc2c(O)nc(O)c(C#N)c2C)c1,Cc1cccc(N=Nc2c(O)nc(O)c(C#N)c2C)c1
